_id,title,original_title,plot,url_thumbnail
67b1b63c1e1d959e84246744,L'Armée des Ombres,L'Armée des Ombres,"France 1942. Gerbier, ingénieur des Ponts et Chaussées est également l'un des chefs de la Résistance. Dénoncé et capturé, il est incarcéré dans un camp de prisonniers. Alors qu'il ",https://fr.web.img4.acsta.net/c_310_420/img/23/c1/23c1acd5c06be11bc9a64f448dae49f4.jpg
67b1b63c1e1d959e84246745,Easy Rider,Easy Rider,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.",https://m.media-amazon.com/images/M/MV5BMTc2MjI2NDc4Ml5BMl5BanBnXkFtZTgwODI4NzU0MTI@._V1_SX300.jpg
67b1b63c1e1d959e84246746,Un homme qui me plaît,Un homme qui me plaît,"Au cours d'un tournage à Los Angeles, une actrice, Françoise, et un compositeur, Henri, tombent amoureux l'un de l'autre.",https://fr.web.img3.acsta.net/c_310_420/pictures/23/01/10/16/45/2561549.jpg
67b1b63c1e1d959e84246747,Z,Z,"Un député progressiste est assassiné dans un pays méditerranéen. Le juge d'instruction s'occupant de l'enquête met en évidence, dans ce crime, la participation de l'armée et de la ",https://fr.web.img6.acsta.net/c_310_420/pictures/15/05/18/14/41/253616.jpg
67b1b63c1e1d959e84246748,Butch Cassidy et le Kid,Butch Cassidy and the Sundance Kid,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels..",https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg
67b1b63c1e1d959e84246749,Macadam Cowboy,Midnight Cowboy,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",https://m.media-amazon.com/images/M/MV5BY2QyNDQ4ZGQtOTFlYy00NDVjLWI5NTEtNTBmYTA5OTI0ODYyXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424674a,La Piscine,La Piscine,Two friends go to the swimming pool. One had forgotten his swimming cap.,https://m.media-amazon.com/images/M/MV5BMzllYmYxOTEtNGZhNy00ZmY5LTkwZDMtMDAzZGZiMzA5YjJiXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424674b,Que la bête meure,Que la bête meure,"Pour venger la mort de son fils, tué par un chauffard, un homme se lance sur la piste du coupable. Il parvient bientôt à retrouver sa trace et devient un intime de sa famille. L'ho",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/60/08/50/18608144.jpg
67b1b63c1e1d959e8424674c,Le Clan des Siciliens,Le Clan des Siciliens,"Vittorio Malanese, chef du clan des Siciliens, organise l'évasion du truand Roger Sartet pour l'aider à réaliser un audacieux hold-up.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/23/78/19148457.jpg
67b1b63c1e1d959e8424674d,Kes,Kes,A working-class English boy spends his free time caring for and training his pet kestrel.,https://m.media-amazon.com/images/M/MV5BMTE5MTZiMTYtODA1OC00ZmUxLTgwMzEtYmFjOTA2ZGEwMjVjXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424674e,Hibernatus,Hibernatus,A rich businessman faces a quite weird problem - his wife's grandfather has been revived thanks to science. But he is not aware that many decades have passed.,https://m.media-amazon.com/images/M/MV5BNzMzNjhlZGQtZWIxOS00NmIyLWE4ZTItZjM5N2I1MGE4YTZjXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424674f,La Horde sauvage,The Wild Bunch,"An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.",https://m.media-amazon.com/images/M/MV5BNmFlMWJlMDEtNjFlNC00YjQ1LWI1ZTYtZDZkNDY0N2RiMDA3XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246750,On achève bien les chevaux,"They Shoot Horses, Don't They?","En pleine dépression économique, les primes des marathons de danse attirent jeunes et vieux accablés par la misère. Robert et sa partenaire Gloria dansent à en perdre la raison. Il",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/08/34/19478533.jpg
67b1b63c1e1d959e84246751,Les Damnés,La caduta degli dei,"Les réactions et comportements des membres d'une puissante famille, marchands de canons de la Ruhr, face à l'avenement du nazisme.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/23/90/19157348.jpg
67b1b63c1e1d959e84246752,L'Or se barre,The Italian Job,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.",https://m.media-amazon.com/images/M/MV5BMjJjNzc5YjAtZjU2Ni00ZjVkLTkzYmItM2E2NDM0NWE1YmJhXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246753,More,More,A factory worker creates a pair of goggles that puts its wearer in a state of bliss. But is that true happiness?,https://m.media-amazon.com/images/M/MV5BMjAwODg0NWYtZGU1ZC00ZWI1LWE4N2MtNWQ5NjJiYWEzZTJhXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246754,Au service secret de sa Majesté,On Her Majesty's Secret Service,L'agent secret James Bond est appelé à la rescousse pour mettre un terme aux malversations de Blofeld. Ce dernier tente de mettre au point un virus qui mettrait un terme à toute vi,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/70/82/18991380.jpg
67b1b63c1e1d959e84246755,L'Enfant sauvage,L'Enfant sauvage,"Après avoir été capturé par des paysans, un enfant sauvage est amené au docteur Itard, à Paris. La plupart du monde scientifique le considère comme un attardé, mais le docteur Itar",https://fr.web.img6.acsta.net/c_310_420/pictures/22/08/01/14/28/4730028.jpg
67b1b63c1e1d959e84246756,Ma nuit chez Maud,Ma nuit chez Maud,"Un ingenieur goûtant le calme d'une ville de province éprouve une très grande attirance pour une jeune femme indépendante. Dans la série des ""Six contes moraux"", troisième histoire",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/47/09/20483680.jpg
67b1b63c1e1d959e84246757,Médée,Medea,"After his quest to retrieve the fabled Golden Fleece, Jason returns to Greece with powerful sorceress Medea. However, when the king banishes her, it's only human that Medea plots her furious revenge. Can they escape her wrath?",https://m.media-amazon.com/images/M/MV5BODliMTQzNGQtNTNlNi00OGIyLTkzMWYtNzRkNThlYjJlNjhiXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246758,L'Arbre de Noël,L’arbre de Noël,"Comme chaque année, depuis qu'il a perdu sa mère, Pascal revient à Paris pour passer les vacances avec son père Laurent. Ils partent en Corse, et au cours d'une promenade en mer, u",https://fr.web.img6.acsta.net/c_310_420/commons/v9/common/empty/empty_portrait.png
67b1b63c1e1d959e84246759,La Sirène du Mississipi,La Sirène du Mississipi,"Un industriel réunionnais, Louis Mahé, décide de se marier par petites annonces. Il rencontre Julie, une superbe femme, différente de la photo qu’il a reçue. Mais après le mariage,",https://fr.web.img3.acsta.net/c_310_420/pictures/22/08/01/14/28/4744068.jpg
67b1b63c1e1d959e8424675a,La femme infidèle,La femme infidèle,"Lorsqu'il apprend que sa femme le trompe, Charles décide de tuer son amant.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/84/52/18655218.jpg
67b1b63c1e1d959e8424675b,"Hello, Dolly!","Hello, Dolly!","L'adaptation d'une comédie musicale créée à Broadway. Dolly Levi, une marieuse professionnelle, tombe amoureuse d'un riche marchand, et tisse un réseau complexe de liens amoureux p",https://m.media-amazon.com/images/M/MV5BOWMzZTg0NjYtZTM0NC00ZGY0LTllNTgtYWQ1MjczMjJkN2EyXkEyXkFqcGdeQXVyNjY0NzU4Nzc@._V1_SX300.jpg
67b1b63c1e1d959e8424675c,Le Diable par la queue,Le Diable par la queue,"Une famille d'aristocrates désargentés a transformé son château en hôtel. Malgré la bonne volonté de chacun, l’isolement du manoir ne s’avère guère propice aux affaires. Pour reméd",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/73/59/66/19208775.jpg
67b1b63c1e1d959e8424675d,Satyricon,Fellini - Satyricon,"Dans la Rome antique, Encolpe et Ascylte, deux étudiants qui cohabitent dans le quartier souterrain de Subure où ils vivent de rapines, se disputent les faveurs de leur jeune escla",https://fr.web.img5.acsta.net/c_310_420/pictures/19/08/01/12/09/0637556.jpg
67b1b63c1e1d959e8424675e,La Fiancée du pirate,La Fiancée du pirate,"Fille d'une bohémienne, Marie vit avec sa mère dans une cabane isolée dans la forêt, à proximité du village de Tellier. Les deux femmes subsistent misérablement grâce à de menus tr",https://fr.web.img4.acsta.net/c_310_420/pictures/23/12/07/09/15/0516257.jpg
67b1b63c1e1d959e8424675f,"Elle boit pas, elle fume pas, elle drague pas, mais... elle cause !","Elle boit pas, elle fume pas, elle drague pas, mais... elle cause !",Housemaid Georgette (Girardot) loves to gossip and this causes major trouble to people around her.,https://m.media-amazon.com/images/M/MV5BNWU5ZWMyMDQtMGQxNi00MWMxLTg5ZWYtOWE1MWYwYjU2ZjExXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246760,Erotissimo,Erotissimo,"Annie is a middle-age wife, still sexy and pampered by her husband, Phillippe, who is the owner and general manager of a dynamic company. Under the deluge of sexy Swedish movies, sexy advertising on the streets, sexy intimate clot...",https://m.media-amazon.com/images/M/MV5BNDdmYjlhMWUtNGE3OC00OGJiLTllOGItMmViMDk5NDZkOTM0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg
67b1b63c1e1d959e84246761,100 dollars pour un shérif,True Grit,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,https://m.media-amazon.com/images/M/MV5BMTU5MjU3MTI4OF5BMl5BanBnXkFtZTcwMTQxOTAxNA@@._V1_SX300.jpg
67b1b63c1e1d959e84246762,L'Etau,Topaz,"French Intelligence Agent Andre Devereaux becomes embroiled in Cold War politics, first by uncovering the events leading up to the 1962 Cuban Missile Crisis, and then breaking up an international Russian spy ring.",https://m.media-amazon.com/images/M/MV5BMDFlYTM5OGMtYzlmNy00NDgzLTk2NzAtZmNhNDUxYWQ1ZmIyXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246763,Mon Oncle Benjamin,Mon Oncle Benjamin,"Dans la France d'avant la Révolution française, Benjamin Rathery est médecin de campagne doublé d'un bon vivant. Volontiers frondeur, il s'attaque aux noblions, frôle les galères e",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/73/25/35/19196180.jpg
67b1b63c1e1d959e84246764,A Swedish Love Story,En Kärlekshistoria,"Hasse and Tage were best friends for over 30 years. Their films, shows, songs and books influenced an entire nation and were the glue that held people's home together. As a comedic duo, they united right-wing ghosts and anarchists...",https://m.media-amazon.com/images/M/MV5BMmZkYWYxNjEtYzczMC00MmM2LTk3MjAtMzdmOWZjM2NmOWU3XkEyXkFqcGdeQXVyMDYzOTk2MQ@@._V1_SX300.jpg
67b1b63c1e1d959e84246765,Sabata,"Ehi amico... c'è Sabata, hai chiuso!","Sabata, chasseur de prime, arrive à Daugherty, petite ville du Texas. Alors qu'il se désaltère au saloon, il apprend que 60 000 dollars viennent d'etre dérobé à la banque. Une prim",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/53/10/19137275.jpg
67b1b63c1e1d959e84246766,L'Arrangement,The Arrangement,TV actress Megan Morrison is offered a $10 million marriage contract with Hollywood's biggest star.,https://m.media-amazon.com/images/M/MV5BNjM4ZmUwMDAtNTcyNS00ODUwLTk5ZjctZGM2YmFiOTQ1MjQ5XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246767,La Bataille d'Angleterre,Battle of Britain,"In 1940, the British Royal Air Force fights a desperate battle to prevent the Luftwaffe from gaining air superiority over the English Channel as a prelude to a possible Axis invasion of the U.K.",https://m.media-amazon.com/images/M/MV5BYTRhZDBlZGEtMjdjYy00Y2NiLTk2YzYtMjUwNTkxNWJhZjkxXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246768,Prends l'oseille et tire-toi,Take the Money and Run,"The life and times of Virgil Starkwell, inept bank robber.",https://m.media-amazon.com/images/M/MV5BMjE2Mjc5NDg3OV5BMl5BanBnXkFtZTgwMzUxMjMyMTE@._V1_SX300.jpg
67b1b63c1e1d959e84246769,Tintin et le Temple du soleil,Tintin et le Temple du soleil,"En glissant le bracelet de la momie Rascar Capac autour de son poignet, le professeur Tournesol commet un sacrilège. Il est alors kidnappé et emmené en Amérique du Sud.",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/66/22/18/18919915.jpg
67b1b63c1e1d959e8424676a,Sous le signe du taureau,Sous le signe du taureau,"With the financial backing of his brother-in-law Jérôme, inventor Albert Raynal manages to develop a revolutionary space rocket. Unfortunately, it fails on its test flight and Jérôme withdraws his financial support.",https://m.media-amazon.com/images/M/MV5BYjg2NDYzMGUtMWVlZi00Yjc5LThmNWMtNDRiNGE1ZjA0Zjk1XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424676b,Cérémonie secrète,Secret Ceremony,"A penniless woman meets a strange girl who insists she is her long-lost mother, and becomes enmeshed in a web of deception, and perhaps madness.",https://m.media-amazon.com/images/M/MV5BYTcyZTJjZDgtZWViNi00ZmNmLWIxZWUtZDQ4MzdlYWFjNjUwXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424676c,Le Pont de Remagen,The Bridge of Remagen,"En 1945, le pont Ludendorff à Remagen demeure le dernier ouvrage d'art intact sur le Rhin. Les Américains projettent de s'en emparer, car il n'y a d'autre voie pour pénétrer en ter",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/15/17/19209045.jpg
67b1b63c1e1d959e8424676d,La Kermesse de l'Ouest,Paint Your Wagon,Two unlikely prospector partners share the same wife in a California gold rush mining town.,https://m.media-amazon.com/images/M/MV5BMzIwNjViZWUtOTgyZC00MWFlLWFkMzMtNTFiODhkNDA4NDQ5XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424676e,La Bête aveugle,Môjû,Un sculpteur aveugle enlève et séquestre dans son atelier un modèle pour la soumettre à l'empire des sens afin qu'elle devienne une statue idéale. Comprenant après plusieurs vaines,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/76/42/04/19287474.jpg
67b1b63c1e1d959e8424676f,La voie lactée,La voie lactée,"Six mystères ou dogmes du catholicisme sont illustrés à travers deux vagabonds, Pierre et Jean, qui pour se faire un peu d'argent se rendent à Saint-Jacques-de-Compostelle.",https://fr.web.img6.acsta.net/c_310_420/pictures/17/07/19/15/43/372537.jpg
67b1b63c1e1d959e84246770,Queimada,Queimada,"Au début du XIXe siècle, Sir William Walker débarque à Queimada, une île des Antilles. Officiellement, il est là pour son plaisir. En réalité, il a été envoyé par le gouvernement b",https://m.media-amazon.com/images/M/MV5BNTEzMTk0MDktMzQxZi00Y2Y0LThjNmItNTdkNWQ2MGQwNTU1XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246771,Une Femme douce,Une Femme douce,"Un homme retrouve le corps sans vie de sa femme, elle vient de mettre fin à ses jours. Sous le choc, il reste alors auprès d'elle et se remémore leur vie ensemble, depuis le moment",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/79/15/35/19491504.jpg
67b1b63c1e1d959e84246772,Solo,Solo,A robot soldier named Solo escapes after learning he will be deprogrammed and helps a village who are under attack by rebels.,https://m.media-amazon.com/images/M/MV5BZGRiYzgwODgtZTg3NC00MmU3LTlhNmYtYjM5MzQwMGU1OGZlXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246773,Il était une fois dans l'Ouest,Once Upon a Time in the West,"Alors qu'il prépare une fête pour sa femme, Bet McBain est tué avec ses trois enfants. Jill McBain hérite des terres de son mari, convoitées par Morton, le commanditaire du crime, ",https://fr.web.img5.acsta.net/c_310_420/img/09/bb/09bbdc53475ebb6c3f5fc2c9c58d341b.jpg
67b1b63c1e1d959e84246774,La bataille pour Anzio,Anzio,"Anzio: one of WWII's bloodiest battles as the Allies smash through the German lines which have enclosed the Anzio beachhead--four months and 30,000 casualties before the Allies finally march to Rome.",https://m.media-amazon.com/images/M/MV5BNDVmMGMyNDEtN2FjZC00Y2UxLTk4ZmQtMDI5MGQ4MTdiY2MyXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246775,2001 : l'odyssée de l'espace,2001: A Space Odyssey,"A l'aube de l'Humanité, dans le désert africain, une tribu de primates subit les assauts répétés d'une bande rivale, qui lui dispute un point d'eau. La découverte d'un monolithe no",https://fr.web.img6.acsta.net/c_310_420/pictures/18/05/04/14/53/4306860.jpg
67b1b63c1e1d959e84246776,Le Cerveau,Le Cerveau,"The Hugo's Brain is a French documentary-drama about autism. The documentary crosses authentic autistic stories with a fiction story about the life of an autistic (Hugo), from childhood to adulthood, portraying his difficulties an...",https://m.media-amazon.com/images/M/MV5BOGYyNDE4ZWQtYTEwYS00ZTdlLWEzMzEtMmM1NGQ0MGQxMTZiXkEyXkFqcGdeQXVyMDYzMDA1OA@@._V1_SX300.jpg
67b1b63c1e1d959e84246777,Rosemary's Baby,Rosemary's Baby,"Malgré les conseils de leur vieil ami Hutch, Guy Woodhouse et sa jeune femme, enceinte, s'installent dans un immeuble new-yorkais vétuste, considéré par leur ami comme une demeure ",https://fr.web.img6.acsta.net/c_310_420/pictures/14/09/09/10/21/189739.jpg
67b1b63c1e1d959e84246778,La Planète des singes,Planet of the Apes,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",https://m.media-amazon.com/images/M/MV5BYjczODRhOTQtZjdkYi00MmM2LTg1ZmEtZDQ3YjA5MDJhODNhXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246779,Pendez-les haut et court,Hang'em high,"When an innocent man barely survives a lynching, he returns as a lawman determined to bring the vigilantes to justice.",https://m.media-amazon.com/images/M/MV5BMDQ3MmY2NDktZmRiYy00MTA5LThhOWItODNiOTMyNjZjMDg2XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424677a,The Party,The Party,A clerical mistake results in a bumbling Indian film star being invited to an exclusive Hollywood party instead of being fired.,https://m.media-amazon.com/images/M/MV5BZjE4NjM3ZjYtMTllYy00YzIwLWE5YzYtZGM1ZDU3MGVjNzRmXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424677b,La Nuit des morts-vivants,The Night of the Living Dead,Butcher Bation's third adventure takes a spooky turn when Gary The Goth visits on a stormy Halloween Night.,https://m.media-amazon.com/images/M/MV5BNDg0ZmRlNzgtZGRhMC00ZWI5LWE0ZjktMzdjMjEzNDc5OGEyXkEyXkFqcGdeQXVyNTcwNzY3NDQ@._V1_SX300.jpg
67b1b63c1e1d959e8424677c,Le Grand Silence,Il Grande Silenzio,"Dans la province de l'Utah, aux Etats-Unis. Le froid extrême de cet hiver 1898 pousse hors-la-loi, bûcherons et paysans affamés à descendre des forêts et à piller les villages. Les",https://fr.web.img3.acsta.net/c_310_420/pictures/22/02/09/09/40/3508977.jpg
67b1b63c1e1d959e8424677d,L'Affaire Thomas Crown,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",https://m.media-amazon.com/images/M/MV5BOTEyMjkzYmYtMDJkNi00NjFiLTlmNDgtMWIzOTUyZDJkZmMxXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424677e,Bullitt,Bullitt,A nonconformist San Francisco cop is determined to find the underworld kingpin who killed the witness under his protection.,https://m.media-amazon.com/images/M/MV5BYTA0ZjRhNjgtYWNlMC00Y2U4LTg1OGEtMTU4NGM1MTRjZGUyXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424677f,Astérix et Cléopâtre,Astérix et Cléopâtre,"Alexandrie. Cléopatre parie avec Jules César qu'elle réussira à construire un palais en trois mois et charge son architecte, Numérobis, du travail. Celuici demande de l'aide à Asté",https://fr.web.img3.acsta.net/c_310_420/pictures/14/07/22/14/44/226475.jpg
67b1b63c1e1d959e84246780,Le Tatoué,Le Tatoué,"Modeste works in an automobile factory. Because he needs an alibi in front of his boss, he invents a twin brother, Raphael.",https://m.media-amazon.com/images/M/MV5BOTY3OWU0ZDQtYzlhNC00MzZiLThhMTQtOGJhMzZjZjhmMTEzXkEyXkFqcGdeQXVyNjUzNzcwMjc@._V1_SX300.jpg
67b1b63c1e1d959e84246781,Le Petit Baigneur,Le Petit Baigneur,"Louis-Philippe Fourchaume, another typical lead-role for French comedy superstar Louis de Funès, is the dictatorial CEO of a French company which designs and produces sail yachts, and fires in yet another tantrum his designer Andr...",https://m.media-amazon.com/images/M/MV5BODE5M2UzODItNzIzZi00MTQ0LWFhNjUtZmVjMmE1MDIyMzBkXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246782,If....,If....,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,https://m.media-amazon.com/images/M/MV5BYjFiY2U2NjUtMWIxMy00NjJkLWI3OTItYzM3MzBlZDkyMDNkXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246783,Le Pacha,Le Pacha,"Le commissaire Joss est douloureusement affecté par la mort de son collègue Gouvion, survenue au cours d'un hold-up. Pour venger son ami, il invente le coup du siècle : il met deux",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/10/31/18659417.jpg
67b1b63c1e1d959e84246784,Faut pas prendre les enfants du Bon Dieu pour des canards sauvages,Faut pas prendre les enfants du Bon Dieu pour des canards sauvages,"Rita will play her relationships, especially in love, among the crooks to get her share of gold bars.",https://m.media-amazon.com/images/M/MV5BZmI2ZGE2Y2YtZWQxNC00YmYwLTg0ZDMtMzhjN2IxNDM0MGYyXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246785,Quand les aigles attaquent,Where Eagles Dare,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",https://m.media-amazon.com/images/M/MV5BNzY1YjdjM2EtOThhOS00YzUyLWFjODUtZTNjNmJmNTFjNWVmXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246786,Le Gendarme se marie,Le Gendarme se marie,"Le Maréchal des logis-chefs Cruchot, rencontre suite à un accident Josépha, la veuve d'un colonel de gendarmerie.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/89/14/18657594.jpg
67b1b63c1e1d959e84246787,Théorème,Teorema,"A mysterious young man seduces each member of a bourgeois family. When he suddenly leaves, how will their lives change?",https://m.media-amazon.com/images/M/MV5BMGZkMDRlY2QtNjUwYS00Y2NkLWEzZmItNDIwNTU0YjQzYjAzXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e84246788,Baisers volés,Baisers volés,"Antoine Doinel a vingt-quatre ans. Enfermé derrière les barreaux d’une prison militaire, il attend d’être enfin réformé. Libéré, il va dîner chez les parents de Christine Darbon, l",https://fr.web.img6.acsta.net/c_310_420/pictures/21/10/28/16/37/4294960.jpg
67b1b63c1e1d959e84246789,La Mariée était en noir,La Mariée était en noir,"Le jour de son mariage, alors qu’elle sort à peine de l’église, Julie voit son mari assassiné sous ses yeux. Personne ne sait pourquoi l’homme était la cible de cette balle. La veu",https://fr.web.img3.acsta.net/c_310_420/pictures/22/08/01/14/28/4772148.jpg
67b1b63c1e1d959e8424678a,Un amour de Coccinelle,The Love bug,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him.",https://m.media-amazon.com/images/M/MV5BYTBiZDAwMDYtOGFhMy00Mzk3LThlZTktZTM1MzYxMWEzMDE4XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424678b,L'Etrangleur de Boston,The Boston Strangler,"A series of strangulation murders of Boston women sparks a protracted complex manhunt. Law professor John Bottomley leads a multi-jurisdictional task force in the investigation, with help from surviving victim Diane Cluny.",https://m.media-amazon.com/images/M/MV5BMGEwY2FmMGUtMjY5Ni00Y2VhLTg1ODAtOTMzZTQ3MDNlYTk0XkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424678c,Le Plongeon,The Swimmer,A man spends a summer day swimming home via all the pools in his quiet suburban neighborhood.,https://m.media-amazon.com/images/M/MV5BNGI0NDA3MWMtMWI0My00ZjVhLWEzODItN2RjMDUxNDEyYjNhXkEyXkFqcGc@._V1_SX300.jpg
67b1b63c1e1d959e8424678d,Roméo et Juliette,Giulietta e Romeo,"Les jeunes Romeo et Juliette tombent dès leur première rencontre fou amoureux l'un de l'autre. Mais ils sont tous deux les enfants de deux familles rivales, les Montaigu et les Cap",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/05/45/affiche.jpg
