title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
La Fracture,La Fracture,27 octobre 2021,1h 39min,"Comédie,Comédie dramatique,Drame",France,"3,6",3124,309,Catherine Corsini,"Valeria Bruni Tedeschi,Marina Foïs,Pio Marmaï,Aïssatou Diallo Sagna,Caroline Estremo,Jean-Louis Coulloc'h,Camille Sansterre,Marin Laurens,Yannik Landrein,Djanis Bouzyani,Fanny Guidecoq,Françoise Remont,Louis Cristiani,Jeremy Lewin",Robin Coudert,"Raf et Julie, un couple au bord de la rupture, se retrouvent dans un service d’Urgences proche de l'asphyxie le soir d'une manifestation parisienne des Gilets Jaunes. Leur rencontr",https://fr.web.img3.acsta.net/c_310_420/pictures/21/09/24/11/22/2904334.jpg,https://www.allocine.fr/film/fichefilm-285934/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-285934/similaire/
The North Sea,Nordsjøen,7 juin 2022,1h 46min,"Action,Drame",Norvège,"3,2",371,31,John Andreas Andersen,"Kristine Kujath Thorp,Rolf Kristian Larsen,Anders Baasmo Christiansen,Bjorn Floberg,Anneke von der Lippe,Ane Skumsvoll,Cengiz Al","Johannes Ringen,Johan Söderqvist","La veille de Noël 1969, le gouvernement norvégien annonce que le pays abrite la plus grande plateforme pétrolière offshore du monde, suite à la découverte du champ Ekofisk. Ce fait",https://fr.web.img6.acsta.net/c_310_420/pictures/22/09/23/15/20/4299009.jpg,https://www.allocine.fr/film/fichefilm-296662/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-296662/similaire/
La Proie,Midnight In The Switchgrass,2 décembre 2021,1h 39min,"Policier,Thriller",U.S.A.,"1,8",275,30,Randall Emmett,"Emile Hirsch,Megan Fox,Bruce Willis,Machine Gun Kelly,Lukas Haas,Caitlin Carmichael,Olive Elise Abercrombie,Lydia Hull,Welker White,Jackie Cruz,Sergio Rizzuto,Tyler Jon Olson,Michael Beach,Swen Temmel",,"Au Texas, une femme de 26 ans est retrouvée morte sur les bords d'une route. Le policier en charge de l'enquête recherche un tueur en série prenant pour cible de jeunes prostituées",https://fr.web.img3.acsta.net/c_310_420/pictures/21/06/11/09/10/0237859.jpg,https://www.allocine.fr/film/fichefilm-280641/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-280641/similaire/
Don’t Look Up: Déni cosmique,Don’t Look Up,24 décembre 2021,2h 22min,Comédie,U.S.A.,"3,9",12525,905,Adam McKay,"Leonardo DiCaprio,Jennifer Lawrence,Meryl Streep,Cate Blanchett,Rob Morgan (IV),Jonah Hill,Mark Rylance,Tyler Perry,Timothée Chalamet,Ron Perlman,Ariana Grande,Kid Cudi,Himesh Patel,Melanie Lynskey,Michael Chiklis,Tomer Sisley,Paul Guilfoyle (II),Robert Joy,Hettienne Park,Ross Partridge,Conor Sweeney,Sarah Silverman,Chris Evans",Nicholas Britell,Deux piètres astronomes s'embarquent dans une gigantesque tournée médiatique pour prévenir l'humanité qu'une comète se dirige vers la Terre et s'apprête à la détruire.,https://fr.web.img6.acsta.net/c_310_420/pictures/21/11/16/17/11/5656957.jpg,https://www.allocine.fr/film/fichefilm-281330/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-281330/similaire/
Matrix Resurrections,Matrix Resurrections,22 décembre 2021,2h 28min,"Action,Science Fiction",U.S.A.,"2,6",11642,1348,Lana Wachowski,"Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II,Jonathan Groff (II),Jessica Henwick,Neil Patrick Harris,Jada Pinkett Smith,Priyanka Chopra Jonas,Christina Ricci,Lambert Wilson,Andrew Caldwell,Max Riemelt,Joshua Grothe,Brian J. Smith (II),Eréndira Ibarra,Michael X. Sommers,Max Mauff,Purab Kohli,Freema Agyeman,Sabrina Strehl,Andrew Rothney,Telma Hopkins,Chad Stahelski,Julian Grey","Johnny Klimek,Tom Tykwer",MATRIX RESURRECTIONS nous replonge dans deux réalités parallèles – celle de notre quotidien et celle du monde qui s’y dissimule. Pour savoir avec certitude si sa réalité propre est,https://fr.web.img2.acsta.net/c_310_420/pictures/21/11/17/17/24/3336846.jpg,https://www.allocine.fr/film/fichefilm-254560/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-254560/similaire/
Un Triomphe,Un Triomphe,1 septembre 2021,1h 47min,Comédie dramatique,France,"3,8",4174,260,Emmanuel Courcol,"Kad Merad,David Ayala,Lamine Cissokho,Sofian Khammes,Pierre Lottin,Alexandre Medvedev,Marina Hands,Laurent Stocker,Wabinlé Nabié,Saïd Benchnafa,Yvon Martin,Catherine Lascault,Adama Bathily,Brigitte Froment,Elise Berthelier",Fred Avril,"Un acteur en galère accepte pour boucler ses fins de mois d’animer un atelier théâtre en prison. Surpris par les talents de comédien des détenus, il se met en tête de monter avec e",https://fr.web.img2.acsta.net/c_310_420/pictures/21/07/07/09/57/0322072.jpg,https://www.allocine.fr/film/fichefilm-277478/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-277478/similaire/
A Chiara,A Chiara,13 avril 2022,2h 02min,Drame,"Italie,France","3,4",339,39,Jonas Carpignano,"Swamy Rotolo,Claudio Rotolo,Grecia Rotolo,Carmela Fumo,Antonio Rotolo,Giorgia Rotolo,Vincenzo Rotolo,Antonina Fumo,Koudous Seihon,Pio Amato","Benh Zeitlin,Dan Romer","Chiara, 16 ans, vit dans une petite ville de Calabre, entourée de toute sa famille. Pour les 18 ans de sa soeur, une grande fête est organisée et tout le clan se réunit. Le lendema",https://fr.web.img3.acsta.net/c_310_420/pictures/22/03/08/15/07/4010499.jpg,https://www.allocine.fr/film/fichefilm-280841/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-280841/similaire/
Nightmare Alley,Nightmare Alley,19 janvier 2022,2h 31min,"Drame,Thriller",U.S.A.,"3,8",6493,395,Guillermo del Toro,"Bradley Cooper,Cate Blanchett,Toni Collette,Willem Dafoe,Richard Jenkins,Rooney Mara,Ron Perlman,Mary Steenburgen,David Strathairn,Mark Povinelli,Peter MacNeill,Holt McCallany,Lara Jean Chorostecki,Jim Beaver,Clifton Collins Jr.,Tim Blake Nelson,David Hewlett,Dian Bachar,Troy James,Drew Nelson,Paul Anderson,Jesse Buck,Perry Mucci,Bill MacDonald",Nathan Johnson,"Alors qu’il traverse une mauvaise passe, le charismatique Stanton Carlisle débarque dans une foire itinérante et parvient à s’attirer les bonnes grâces d’une voyante, Zeena et de s",https://fr.web.img6.acsta.net/c_310_420/pictures/21/12/07/16/10/5664268.jpg,https://www.allocine.fr/film/fichefilm-261339/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-261339/similaire/
Olga,Olga,17 novembre 2021,1h 27min,"Drame,Évènement Sportif","Suisse,France,Ukraine","3,8",488,65,Elie Grappe,"Nastya Budiashkina,Sabrina Rubtsova,Caterina Barloggio,Thea Brogli,Tanya Mikhina,Jérôme Martin,Alicia Onomor,Lou Steffen",Pierre Desprats,"2013. Une gymnaste de 15 ans est tiraillée entre la Suisse, où elle s’entraîne pour le Championnat Européen en vue des JO et l’Ukraine où sa mère, journaliste, couvre les événement",https://fr.web.img5.acsta.net/c_310_420/pictures/23/01/18/11/37/5732793.jpg,https://www.allocine.fr/film/fichefilm-284879/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-284879/similaire/
Illusions Perdues,Illusions Perdues,20 octobre 2021,2h 30min,"Drame,Historique",France,"4,3",8466,584,Xavier Giannoli,"Benjamin Voisin,Cécile de France,Vincent Lacoste,Xavier Dolan,Salomé Dewaels,Jeanne Balibar,Gérard Depardieu,André Marcon,Louis-Do de Lencquesaing,Jean-François Stévenin,Candice Bouchet,Jean-Marie Frin,Isabelle De Hertogh,Saïd Amadis,Edouard Michelon,Maryne Bertieaux,Alexis Barbosa,Michèle Clément,Sandrine Molaro,Benoît Tachoires,Jean-Paul Muel,Pierre Poirot,Gaëlle Lebert,Caroline Gaget,Armand Eloi,Jean-Paul Bordes",,Lucien est un jeune poète inconnu dans la France du XIXème siècle. Il a de grandes espérances et veut se forger un destin. Il quitte l’imprimerie familiale de sa province natale po,https://fr.web.img4.acsta.net/c_310_420/pictures/21/08/19/11/37/0523511.jpg,https://www.allocine.fr/film/fichefilm-273621/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-273621/similaire/
Le Sommet des Dieux,Le Sommet des Dieux,22 septembre 2021,1h 35min,"Aventure,Animation,Drame","France,Luxembourg","4,3",3310,211,,,,"A Katmandou, le reporter japonais Fukamachi croit reconnaître Habu Jôji, cet alpiniste que l'on pensait disparu depuis des années. Il semble tenir entre ses mains un appareil photo",https://fr.web.img2.acsta.net/c_310_420/pictures/21/07/29/17/38/3976490.jpg,https://www.allocine.fr/film/fichefilm-269946/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-269946/similaire/
Pourris gâtés,Pourris gâtés,15 septembre 2021,1h 35min,Comédie,France,"2,6",4386,239,Nicolas Cuche,"Gérard Jugnot,Camille Lou,Artus,Louka Meliava,Tom Leeb,François Morel,Joffrey Verbruggen,Colette Kraffe,Ichem Bougheraba,Jean-Baptiste Sagory,Eléa Clair,Franck Adrien,Grégory Di Meglio",Alexandre Azaria,"Paresseux, capricieux, fêtards, les trois enfants de l’homme d'affaires Francis Bartek ne font rien de leur vie, à part dépenser l’argent que leur père a durement gagné. Lassé par ",https://fr.web.img6.acsta.net/c_310_420/pictures/21/03/01/11/08/1963890.jpg,https://www.allocine.fr/film/fichefilm-277208/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-277208/similaire/
La Méthode Williams,King Richard,1 décembre 2021,2h 25min,"Biopic,Drame",U.S.A.,"4,0",6117,229,Reinaldo Marcus Green,"Will Smith,Aunjanue Ellis-Taylor,Saniyya Sidney,Demi Singleton,Liev Schreiber,Jon Bernthal,Mikayla Lashae Bartholomew,Daniele Lawson,Layla Crawford,Tony Goldwyn,Dylan McDermott,Susie Abromeit,Katrina Begin,Noah Bean,Judith Chapman,Craig Tate,Chet Grissom,Jimmy Walker Jr.,Andy Hoff,Calvin Clausell Jr.,Erika Ringor,Josiah Cross,Vaughn Hebron,Kevin Dunn,Brad Greenquist,Christopher Wallinger,Andy Bean",Kristopher Bowers,"Focus sur la personnalité de l'entraîneur de tennis Richard Williams, père des joueuses mondiales Vénus et Serena. Il n'avait aucune expérience dans le sport mais lorsque ses fille",https://fr.web.img3.acsta.net/c_310_420/pictures/21/10/28/12/17/1157439.jpg,https://www.allocine.fr/film/fichefilm-272238/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-272238/similaire/
Un homme en colère,Wrath of Man,16 juin 2021,1h 59min,"Action,Thriller","U.S.A.,Grande-Bretagne","3,6",6342,320,Guy Ritchie,"Jason Statham,Holt McCallany,Josh Hartnett,Scott Eastwood,Andy Garcia,Laz Alonso,Niamh Algar,Eddie Marsan,Jeffrey Donovan,Deobia Oparei,Rocci Williams,Raul Castillo,Tadhg Murphy,Chris Reilly,Alex Ferns,Josh Cowdery,Jason Wong,Rob Delaney,Eli Brown,Darrell D'Silva,Babs Olusanmokun,Thomas Dominique,Lyne Renée,Rebecca Calder,Anthony Molinari,Cameron Jack,Eve Macklin,Post Malone",Christopher Benstead,Un convoyeur de fonds fraichement engagé surprend ses collègues par l’incroyable précision de ses tirs de riposte alors qu’ils subissent les assauts de braqueurs expérimentés. Tous,https://fr.web.img6.acsta.net/c_310_420/pictures/21/06/07/14/25/1089996.jpg,https://www.allocine.fr/film/fichefilm-242600/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-242600/similaire/
Mandibules,Mandibules,19 mai 2021,1h 17min,"Comédie,Fantastique",France,"3,0",6601,368,Quentin Dupieux,"Grégoire Ludig,David Marsais,Adèle Exarchopoulos,India Hair,Roméo Elvis,Coralie Russier,Bruno Lochet,Raphaël Quenard,Thomas Blanchard,Philippe Dusseau,Jean-Paul Solal,Marie Narbonne,Marius Colucci",Quentin Dupieux,"Jean-Gab et Manu, deux amis simples d’esprit, trouvent une mouche géante coincée dans le coffre d’une voiture et se mettent en tête de la dresser pour gagner de l’argent avec.",https://fr.web.img2.acsta.net/c_310_420/pictures/21/05/03/14/42/3082289.jpg,https://www.allocine.fr/film/fichefilm-274531/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-274531/similaire/
Cosmic Sin,Cosmic Sin,26 mars 2021,1h 28min,"Action,Aventure,Science Fiction",U.S.A.,"0,9",651,166,Edward Drake,"Bruce Willis,Frank Grillo,Brandon Thomas Lee,Corey Large,C.J. Perry,Perrey Reeves,Lochlyn Munro,Costas Mandylor,Eva de Dominici,Adelaide Kane,Johnny Messner,Trevor Gretzky",Scott Glasgow,Un groupe de guerriers et de scientifiques doit se battre pour protéger et sauver la race humaine menacée par une espèce extraterrestre hostile ayant la capacité d'infecter et de d,https://fr.web.img6.acsta.net/c_310_420/pictures/21/02/03/10/10/4997446.jpg,https://www.allocine.fr/film/fichefilm-281144/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-281144/similaire/
Le Dernier duel,The Last Duel,13 octobre 2021,2h 33min,"Drame,Historique",U.S.A.,"4,1",8387,612,Ridley Scott,"Matt Damon,Adam Driver,Jodie Comer,Ben Affleck,Harriet Walter,Alex Lawther,Marton Csokas,William Houston,Oliver Cotton,Nathaniel Parker,Tallulah Rose Haddon,Bryony Hannah,Ian Pirie,Michael McElhatton,Sam Hazeldine,Clive Russell,Julian Firth,Zoé Bruneau,Adam Nagaitis,Caoimhe O'Malley,John Kavanagh,Zeljko Ivanek,Simone Collins,Christian Erickson,Serena Kennedy,Quentin Ogier,Paul Bandey",Harry Gregson-Williams,"D'après l'ouvrage Le Dernier Duel : Paris, 29 décembre 1386 d'Eric Jager.",https://fr.web.img3.acsta.net/c_310_420/pictures/21/07/20/19/32/2639242.jpg,https://www.allocine.fr/film/fichefilm-233330/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-233330/similaire/
Les Gagnants,Les Gagnants,13 avril 2022,1h 25min,Comédie,France,"1,2",553,112,"AZ,Laurent Junca","JoeyStarr,AZ,Alban Ivanov,Adèle Galloy,Gloria Colston,Samuel Bambi,Aurélie Konaté,Samuel Debure,Eric Laugerias,Yvan Naubron,David Vigroux,Sylvain Baumann,Floriane Jourdain,Bernard Llopis,Titoff,Matthias Quiviger",Clément Dumoulin,"Deux gagnants vont passer une semaine à Marseille chez leur idole, filmés en live sur les réseaux. Problème : les deux gagnants sont des boulets...",https://fr.web.img5.acsta.net/c_310_420/pictures/22/02/07/09/23/2633916.jpg,https://www.allocine.fr/film/fichefilm-297021/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-297021/similaire/
Goliath,Goliath,9 mars 2022,2h 02min,Thriller,France,"3,9",6939,566,Frédéric Tellier,"Gilles Lellouche,Pierre Niney,Emmanuelle Bercot,Laurent Stocker,Yannick Renier,Chloé Stefani,Marie Gillain,Jacques Perrin,Malik Amraoui,Lorène Devienne,Marc De Panda,Frédéric Kneip,Sébastien Fouillade,Françoise Lorente,Hélène Seuzaret,Bruno Raffaelli,Johann Cuny,Brigitte Masure,Philippe Resimont,Joseph Rezwin,John Paval,Philippe Bertin,Alain Cauchi",Christophe La Pinta,"France, professeure de sport le jour, ouvrière la nuit, milite activement contre l’usage des pesticides. Patrick, obscur et solitaire avocat parisien, est spécialiste en droit envi",https://fr.web.img3.acsta.net/c_310_420/pictures/22/01/24/12/13/4677076.jpg,https://www.allocine.fr/film/fichefilm-281976/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-281976/similaire/
Spider-Man: No Way Home,Spider-Man: No Way Home,15 décembre 2021,2h 28min,"Action,Aventure,Fantastique",U.S.A.,"3,9",22257,1411,Jon Watts,"Tom Holland,Zendaya,Benedict Cumberbatch,Jacob Batalon,Jon Favreau,Jamie Foxx,Willem Dafoe,Alfred Molina,Benedict Wong,Tony Revolori,Marisa Tomei,J.K. Simmons,Angourie Rice,Martin Starr,J.B. Smoove,Jorge Lendeborg Jr.,Hannibal Buress,Paris Benjamin,Thomas Haden Church,Rhys Ifans,Gabriella Cila,Taylor St. Clair,Jwaundace Candece,Rudy Eisenzopf,Jonathan Samson,Andrew Garfield,Tobey Maguire",Michael Giacchino,"Pour la première fois dans son histoire cinématographique, Spider-Man, le héros sympa du quartier est démasqué et ne peut désormais plus séparer sa vie normale de ses lourdes respo",https://fr.web.img2.acsta.net/c_310_420/pictures/21/11/16/10/01/4860598.jpg,https://www.allocine.fr/film/fichefilm-256880/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-256880/similaire/
Sans un bruit 2,A Quiet Place Part II,16 juin 2021,1h 37min,"Fantastique,Epouvante-horreur,Thriller",U.S.A.,"3,7",7773,365,John Krasinski,"Emily Blunt,John Krasinski,Cillian Murphy,Millicent Simmonds,Noah Jupe,Djimon Hounsou,Lauren-Ashley Cristiano,Zachary Golinger,Okieriete Onaodowan,Blake DeLong,Ashley Dyke,Barbara Singer,Scoot McNairy",Marco Beltrami,"Après les événements mortels survenus dans sa maison, la famille Abbot doit faire face au danger du monde extérieur. Pour survivre, ils doivent se battre en silence. Forcés à s’ave",https://fr.web.img3.acsta.net/c_310_420/pictures/21/05/06/15/58/0640312.jpg,https://www.allocine.fr/film/fichefilm-264385/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-264385/similaire/
"Encanto, la fantastique famille Madrigal",Encanto,24 novembre 2021,1h 43min,"Animation,Comédie,Famille,Fantastique",U.S.A.,"3,7",9721,482,,,,"Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux ",https://fr.web.img5.acsta.net/c_310_420/pictures/21/09/29/10/15/0378531.jpg,https://www.allocine.fr/film/fichefilm-284646/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-284646/similaire/
Old,Old,21 juillet 2021,1h 48min,"Fantastique,Thriller",U.S.A.,"2,8",7268,523,M. Night Shyamalan,"Gael García Bernal,Vicky Krieps,Rufus Sewell,Alex Wolff,Thomasin McKenzie,Abbey Lee,Nikki Amuka-Bird,Ken Leung,Eliza Scanlen,Aaron Pierre,Embeth Davidtz,Emun Elliott,Alexa Swinton,Gustaf Hammarsten,Kathleen Chalfant,Francesca Eastwood,Matthew Shear,Jeffrey Holsman",Trevor Gureckis,Adaptation de Château de Sable de Pierre Oscar Levy et Frederik Peeters.,https://fr.web.img5.acsta.net/c_310_420/pictures/21/05/27/17/23/4425657.jpg,https://www.allocine.fr/film/fichefilm-274232/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-274232/similaire/
Les Eternels,Eternals,3 novembre 2021,2h 37min,"Action,Fantastique,Science Fiction",U.S.A.,"3,3",12456,803,Chloé Zhao,"Gemma Chan,Richard Madden,Salma Hayek,Angelina Jolie,Barry Keoghan,Kumail Nanjiani,Brian Tyree Henry,Dong-seok Ma,Lauren Ridloff,Lia McHugh,Kit Harington,Harish Patel,Harry Styles,Haaz Sleiman,Hannah Dodd,Nikkita Chadha,Derek Horsham,Jeff Mirza",Ramin Djawadi,"Depuis l’aube de l’humanité, les Éternels, un groupe de héros venus des confins de l’univers, protègent la Terre. Lorsque les Déviants, des créatures monstrueuses que l’on croyait ",https://fr.web.img5.acsta.net/c_310_420/pictures/21/10/13/10/33/5985249.jpg,https://www.allocine.fr/film/fichefilm-136316/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-136316/similaire/
